Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Churn
Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,5,Yes,Yes,No,No,No,No,Yes
No,No,49,Yes,No,No,No,No,No,No
No,No,40,No,No,Yes,Yes,Yes,No,No
No,No,16,Yes,No,No,No,No,No,No
No,No,10,Yes,Yes,No,No,No,No,Yes
Yes,No,72,Yes,Yes,No,Yes,Yes,No,No
No,No,2,Yes,Yes,No,No,No,No,No
Yes,Yes,23,Yes,No,No,No,No,No,No
No,No,71,Yes,Yes,No,Yes,Yes,No,No
Yes,No,11,Yes,Yes,No,No,Yes,No,Yes
No,No,1,Yes,No,No,No,No,No,Yes
No,No,16,Yes,No,No,Yes,No,Yes,Yes
No,No,1,Yes,Yes,No,No,No,No,Yes
Yes,No,12,Yes,No,No,Yes,No,No,No
No,No,54,No,No,Yes,No,No,Yes,No
Yes,No,68,Yes,Yes,No,Yes,Yes,Yes,No
Yes,Yes,4,Yes,Yes,No,No,No,No,Yes
No,Yes,1,Yes,No,No,No,Yes,No,Yes
No,No,27,Yes,No,Yes,No,No,Yes,No
No,No,21,Yes,No,No,No,No,No,No
No,No,13,Yes,No,No,No,Yes,No,Yes
No,No,64,Yes,Yes,No,Yes,Yes,Yes,No
No,No,1,Yes,No,Yes,Yes,No,No,Yes
Yes,No,57,No,No,No,Yes,Yes,Yes,No
Yes,No,21,Yes,Yes,Yes,No,Yes,No,Yes
No,No,19,Yes,No,No,No,No,No,No
Yes,No,31,Yes,No,No,No,Yes,No,No
No,No,52,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,46,Yes,Yes,No,Yes,Yes,No,No
No,No,11,Yes,Yes,Yes,No,No,No,No
Yes,Yes,53,No,No,Yes,Yes,Yes,No,No
Yes,Yes,11,Yes,No,No,No,No,No,Yes
No,No,57,Yes,Yes,No,Yes,No,Yes,No
No,No,2,Yes,Yes,No,No,No,No,Yes
No,No,2,Yes,No,Yes,Yes,No,No,Yes
Yes,Yes,71,Yes,No,No,No,No,No,No
Yes,Yes,1,Yes,No,No,No,No,No,No
Yes,No,68,Yes,Yes,No,No,No,No,No
Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,No
No,No,2,Yes,No,No,No,No,No,No
Yes,No,1,Yes,Yes,No,No,No,No,Yes
No,No,41,Yes,No,Yes,No,Yes,Yes,No
Yes,Yes,72,Yes,Yes,No,No,No,No,No
Yes,No,6,Yes,Yes,No,No,No,No,Yes
Yes,Yes,4,Yes,No,No,No,Yes,No,Yes
No,No,12,Yes,Yes,No,No,No,No,Yes
Yes,No,58,Yes,Yes,Yes,No,No,Yes,No
No,No,7,Yes,No,No,No,No,No,No
Yes,No,65,Yes,No,Yes,No,Yes,No,No
No,No,1,Yes,No,No,No,No,No,No
Yes,No,56,Yes,No,No,No,No,No,No
No,No,4,Yes,No,No,No,No,No,No
Yes,Yes,58,Yes,No,No,No,No,No,No
Yes,No,62,Yes,Yes,No,No,Yes,Yes,No
No,No,26,Yes,Yes,Yes,Yes,No,No,No
No,No,62,Yes,Yes,Yes,Yes,Yes,No,No
Yes,Yes,58,Yes,No,Yes,Yes,No,No,No
Yes,No,68,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,No,No
No,No,42,Yes,Yes,No,No,Yes,Yes,No
No,No,18,Yes,Yes,No,No,No,No,No
No,No,56,Yes,No,No,No,No,No,No
No,No,4,Yes,Yes,No,Yes,No,No,Yes
No,No,4,Yes,No,No,No,No,No,No
No,Yes,35,Yes,No,Yes,Yes,No,No,No
Yes,Yes,64,Yes,Yes,Yes,No,No,Yes,No
No,No,31,Yes,No,No,No,No,No,No
Yes,No,67,Yes,No,No,No,No,No,No
No,No,4,Yes,No,No,Yes,No,No,Yes
Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,3,Yes,No,No,No,No,No,Yes
Yes,No,53,Yes,Yes,No,Yes,No,No,Yes
Yes,Yes,2,Yes,No,Yes,Yes,No,Yes,No
Yes,Yes,29,Yes,No,No,No,No,No,No
No,No,47,No,No,Yes,No,Yes,Yes,No
Yes,Yes,68,Yes,Yes,No,No,No,No,Yes
No,Yes,12,Yes,No,Yes,No,No,No,No
Yes,Yes,8,Yes,No,No,Yes,No,Yes,No
Yes,No,54,Yes,Yes,Yes,Yes,Yes,No,No
Yes,Yes,69,Yes,No,No,Yes,No,Yes,No
No,No,26,Yes,Yes,Yes,Yes,No,No,No
Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,70,No,No,Yes,No,Yes,Yes,No
No,Yes,1,Yes,No,Yes,No,No,No,Yes
No,No,10,Yes,No,No,No,No,No,Yes
Yes,Yes,28,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,21,Yes,Yes,No,No,No,No,No
Yes,No,51,Yes,Yes,Yes,No,Yes,No,Yes
Yes,Yes,53,Yes,No,No,No,No,No,No
No,Yes,53,Yes,No,Yes,Yes,Yes,No,No
Yes,No,24,Yes,Yes,No,No,Yes,No,Yes
Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,61,Yes,Yes,Yes,Yes,Yes,No,No
No,No,11,Yes,No,Yes,No,No,Yes,No
No,No,2,Yes,No,No,No,No,No,No
No,No,25,Yes,No,No,No,No,No,No
No,No,41,Yes,Yes,No,Yes,No,No,No
Yes,No,18,Yes,Yes,No,No,No,No,Yes
Yes,No,72,Yes,Yes,No,Yes,Yes,No,Yes
Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,34,Yes,No,Yes,Yes,Yes,No,No
No,No,29,Yes,No,No,No,Yes,Yes,No
Yes,No,40,Yes,No,Yes,Yes,Yes,Yes,No
Yes,No,36,No,No,Yes,No,Yes,No,No
Yes,No,46,Yes,Yes,No,Yes,No,Yes,No
No,No,58,Yes,Yes,Yes,Yes,Yes,No,No
No,No,39,Yes,Yes,No,Yes,No,No,No
Yes,Yes,4,Yes,No,No,No,No,Yes,Yes
Yes,Yes,52,Yes,Yes,No,Yes,Yes,No,No
Yes,No,70,Yes,Yes,No,Yes,Yes,No,No
Yes,No,65,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,No
Yes,No,70,Yes,Yes,No,No,Yes,No,No
Yes,Yes,29,No,No,No,Yes,Yes,No,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,67,Yes,Yes,Yes,No,Yes,Yes,No
No,No,1,Yes,No,No,No,No,No,No
No,No,26,Yes,No,No,No,No,No,Yes
Yes,Yes,30,Yes,Yes,No,No,No,No,No
Yes,No,48,Yes,No,No,No,Yes,Yes,No
Yes,Yes,55,Yes,No,Yes,Yes,No,No,No
No,No,7,Yes,Yes,No,No,No,No,Yes
No,No,37,Yes,Yes,Yes,No,No,No,No
Yes,No,31,Yes,No,No,Yes,No,No,No
No,No,4,Yes,No,No,No,No,No,No
Yes,Yes,72,Yes,Yes,No,No,No,No,No
No,No,5,Yes,No,No,No,No,No,Yes
Yes,Yes,1,Yes,No,No,No,No,No,No
No,No,15,Yes,No,No,No,No,No,No
Yes,Yes,8,Yes,No,Yes,No,No,No,No
No,No,35,Yes,No,No,No,No,No,No
No,No,56,Yes,Yes,No,Yes,Yes,No,No
Yes,No,42,Yes,Yes,No,No,Yes,Yes,Yes
Yes,Yes,65,Yes,Yes,Yes,Yes,No,No,No
Yes,Yes,2,Yes,No,No,No,No,No,No
Yes,No,65,Yes,Yes,Yes,No,No,No,No
No,No,18,Yes,Yes,No,No,No,No,No
No,No,23,Yes,Yes,Yes,No,Yes,No,No
No,No,4,Yes,No,No,No,No,No,Yes
Yes,No,70,Yes,No,No,No,No,No,No
No,No,4,Yes,Yes,No,No,No,No,No
No,No,19,Yes,No,No,No,No,No,No
No,No,18,Yes,No,No,Yes,Yes,No,No
Yes,No,38,Yes,No,Yes,No,No,No,No
No,No,2,Yes,Yes,No,No,No,No,Yes
No,No,47,Yes,Yes,Yes,Yes,No,No,No
Yes,Yes,52,Yes,No,No,No,No,No,No
No,No,9,Yes,Yes,No,No,No,No,No
Yes,No,26,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,8,Yes,No,No,No,Yes,No,Yes
Yes,No,44,Yes,No,No,Yes,Yes,Yes,No
No,No,3,No,No,No,Yes,No,No,No
No,No,2,Yes,No,No,No,No,No,No
Yes,Yes,9,Yes,Yes,No,No,No,No,Yes
No,No,1,Yes,Yes,No,No,No,No,Yes
No,No,25,Yes,No,Yes,No,No,No,No
Yes,No,2,Yes,No,No,No,No,No,No
No,No,43,Yes,No,Yes,No,No,No,Yes
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,58,Yes,Yes,No,Yes,Yes,No,No
Yes,Yes,59,Yes,Yes,Yes,No,Yes,Yes,No
No,No,44,No,No,Yes,No,Yes,No,No
No,No,66,Yes,Yes,No,Yes,No,Yes,No
Yes,Yes,68,Yes,No,No,No,No,No,No
No,No,9,No,No,No,No,No,No,No
No,No,19,Yes,Yes,Yes,No,Yes,No,No
No,No,4,Yes,No,No,No,No,No,No
No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,1,Yes,No,No,No,No,No,No
No,No,8,Yes,Yes,No,No,No,No,No
No,No,53,Yes,Yes,No,No,No,No,No
No,No,51,Yes,Yes,No,No,No,No,No
Yes,Yes,11,Yes,No,No,No,No,No,No
Yes,Yes,60,Yes,Yes,Yes,No,Yes,Yes,No
No,No,17,Yes,No,Yes,Yes,No,No,No
No,No,3,Yes,No,No,No,No,No,Yes
Yes,No,70,Yes,No,Yes,Yes,Yes,Yes,Yes
No,No,1,Yes,No,No,No,No,No,No
No,No,43,Yes,Yes,No,No,No,No,No
Yes,No,16,Yes,No,No,No,No,No,No
Yes,Yes,57,Yes,No,Yes,Yes,No,No,No
Yes,Yes,37,Yes,No,No,No,No,No,No
Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,11,Yes,Yes,No,No,No,No,Yes
Yes,No,50,Yes,Yes,No,Yes,Yes,No,Yes
No,No,5,Yes,No,No,No,Yes,No,Yes
Yes,No,1,Yes,Yes,No,No,No,No,Yes
No,No,16,Yes,No,No,No,No,No,Yes
Yes,No,2,Yes,No,No,No,Yes,No,No
No,No,17,Yes,Yes,No,No,Yes,Yes,No
No,No,16,Yes,No,No,No,No,No,No
No,No,15,Yes,No,No,No,Yes,No,Yes
No,No,10,Yes,No,No,No,No,No,No
No,Yes,46,Yes,No,Yes,Yes,No,Yes,Yes
Yes,Yes,64,Yes,Yes,No,Yes,Yes,Yes,No
No,No,1,Yes,Yes,No,Yes,No,No,No
Yes,Yes,25,Yes,No,No,Yes,Yes,No,No
Yes,Yes,71,Yes,No,Yes,Yes,Yes,Yes,No
No,No,8,Yes,No,No,No,No,No,Yes
Yes,Yes,72,Yes,No,Yes,Yes,Yes,Yes,No
Yes,No,49,No,No,Yes,No,No,No,No
Yes,Yes,29,No,No,Yes,Yes,Yes,Yes,No
Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,No,31,Yes,Yes,No,Yes,Yes,No,Yes
No,No,50,Yes,Yes,No,No,No,No,No
Yes,No,71,Yes,Yes,Yes,No,Yes,Yes,No
Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,71,Yes,Yes,Yes,No,No,Yes,No
Yes,Yes,61,Yes,No,Yes,Yes,Yes,Yes,No
No,No,32,Yes,No,No,No,No,Yes,Yes
No,Yes,1,Yes,No,No,No,No,No,Yes
No,No,68,Yes,Yes,Yes,Yes,Yes,No,No
No,No,62,Yes,Yes,No,No,No,No,No
No,Yes,7,Yes,No,No,No,No,No,No
No,No,20,Yes,Yes,No,No,No,No,Yes
Yes,Yes,6,Yes,No,No,No,No,No,No
No,No,33,No,No,Yes,Yes,Yes,No,No
Yes,Yes,28,Yes,Yes,No,No,No,No,No
No,No,27,Yes,No,No,No,No,No,No
No,No,7,Yes,No,No,No,No,No,No
No,No,26,Yes,Yes,No,No,No,Yes,Yes
No,No,5,Yes,Yes,No,Yes,No,No,Yes
No,No,30,Yes,Yes,Yes,No,No,No,No
No,No,63,Yes,Yes,No,Yes,No,No,No
No,No,1,Yes,No,No,Yes,No,No,Yes
No,Yes,53,Yes,Yes,No,Yes,Yes,Yes,No
Yes,Yes,14,Yes,No,No,Yes,No,Yes,Yes
No,No,21,Yes,No,No,Yes,No,Yes,No
No,No,17,Yes,No,No,No,No,No,No
Yes,Yes,16,Yes,No,No,No,No,No,No
No,No,35,Yes,No,No,No,Yes,No,No
No,No,32,Yes,No,No,No,No,No,No
Yes,Yes,28,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,No
No,No,59,No,No,No,No,No,Yes,No
Yes,Yes,72,Yes,Yes,No,No,No,No,No
No,No,36,Yes,No,No,Yes,No,Yes,Yes
No,No,40,Yes,No,Yes,Yes,No,No,No
Yes,Yes,40,Yes,Yes,No,No,Yes,No,No
No,Yes,9,Yes,No,No,No,Yes,Yes,Yes
Yes,Yes,63,Yes,No,Yes,Yes,Yes,Yes,No
No,No,3,Yes,No,No,No,No,No,No
Yes,Yes,40,No,No,No,Yes,Yes,Yes,No
Yes,No,8,Yes,No,Yes,No,No,No,No
Yes,No,34,Yes,No,Yes,No,No,Yes,No
No,No,5,No,No,Yes,No,Yes,Yes,Yes
No,No,9,Yes,Yes,No,Yes,No,No,Yes
Yes,No,9,Yes,Yes,No,Yes,Yes,No,No
Yes,Yes,31,Yes,Yes,No,No,No,No,No
Yes,No,50,Yes,No,No,No,No,No,No
No,No,2,Yes,No,Yes,Yes,No,Yes,Yes
No,No,1,Yes,No,No,No,No,No,Yes
No,No,8,Yes,No,No,No,No,No,Yes
No,No,9,No,No,No,Yes,No,No,No
No,No,2,Yes,No,No,No,No,No,Yes
No,No,3,Yes,No,Yes,Yes,No,No,Yes
Yes,No,25,Yes,No,No,No,No,Yes,No
No,No,1,Yes,No,No,No,No,No,No
Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,51,Yes,Yes,No,Yes,Yes,No,Yes
Yes,Yes,55,Yes,No,No,No,No,No,No
No,No,38,Yes,Yes,Yes,Yes,Yes,No,No
No,No,2,Yes,No,No,No,No,No,Yes
Yes,Yes,38,Yes,No,No,No,No,No,No
No,No,34,Yes,No,No,Yes,No,No,No
Yes,No,70,Yes,Yes,No,No,Yes,No,No
No,No,13,Yes,No,Yes,No,No,Yes,No
No,No,39,Yes,Yes,No,No,No,No,Yes
No,No,61,Yes,Yes,No,Yes,Yes,No,No
No,No,12,Yes,Yes,No,No,Yes,No,Yes
No,No,41,Yes,No,No,Yes,No,Yes,No
No,No,21,Yes,Yes,No,No,No,No,No
No,No,55,No,No,No,No,Yes,No,No
Yes,No,69,No,No,Yes,No,Yes,Yes,No
Yes,Yes,26,Yes,Yes,No,Yes,Yes,No,Yes
Yes,No,69,Yes,No,Yes,Yes,No,No,No
Yes,No,18,No,No,No,No,Yes,No,Yes
Yes,Yes,47,Yes,Yes,No,Yes,No,No,No
Yes,Yes,72,Yes,No,Yes,Yes,Yes,Yes,No
Yes,No,33,No,No,No,Yes,Yes,Yes,No
Yes,Yes,2,No,No,No,No,No,No,Yes
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,No,37,Yes,No,No,No,No,No,No
Yes,Yes,62,Yes,Yes,No,Yes,Yes,No,No
Yes,No,71,Yes,No,No,No,No,No,No
No,Yes,23,Yes,No,No,Yes,No,Yes,No
No,No,16,Yes,No,No,No,No,No,No
No,No,9,Yes,No,Yes,No,Yes,Yes,No
Yes,Yes,17,Yes,Yes,No,No,No,No,No
No,No,4,Yes,No,No,No,No,No,Yes
Yes,No,1,Yes,No,Yes,No,No,No,Yes
Yes,No,24,Yes,Yes,No,No,Yes,No,No
No,No,1,Yes,No,No,No,No,No,No
No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,No,72,Yes,Yes,No,No,No,No,No
No,Yes,11,Yes,No,No,No,No,No,No
No,No,9,Yes,No,No,No,No,No,Yes
Yes,No,2,Yes,No,No,Yes,No,No,Yes
Yes,No,60,Yes,Yes,No,No,Yes,No,No
Yes,No,29,Yes,Yes,No,Yes,Yes,No,Yes
No,No,49,Yes,No,No,No,Yes,Yes,No
No,No,30,Yes,Yes,No,Yes,Yes,No,No
Yes,No,53,Yes,No,No,No,No,No,No
No,Yes,39,Yes,Yes,No,No,No,No,No
No,No,9,Yes,No,No,No,No,No,No
No,No,39,Yes,No,No,No,Yes,Yes,No
No,No,8,Yes,No,No,No,No,No,No
Yes,Yes,51,Yes,Yes,No,No,Yes,No,No
Yes,Yes,71,Yes,Yes,No,No,No,No,No
No,No,71,Yes,Yes,No,No,No,No,No
Yes,No,70,Yes,No,No,No,No,No,No
No,No,1,No,No,No,No,No,No,Yes
Yes,No,38,No,No,Yes,Yes,No,Yes,No
Yes,No,28,Yes,No,No,Yes,Yes,No,No
Yes,No,32,Yes,No,No,No,No,No,No
Yes,No,49,Yes,No,No,Yes,No,No,No
Yes,Yes,37,Yes,Yes,No,No,No,No,No
No,No,10,Yes,No,No,No,Yes,Yes,No
Yes,No,67,Yes,Yes,Yes,Yes,Yes,No,No
No,No,7,No,No,No,No,Yes,Yes,No
No,No,51,Yes,No,No,No,No,No,No
No,No,9,Yes,No,No,No,No,No,Yes
No,No,9,Yes,No,No,No,No,No,No
No,No,4,Yes,No,No,No,No,Yes,No
Yes,No,71,Yes,Yes,Yes,Yes,Yes,No,No
Yes,Yes,50,Yes,Yes,No,No,No,No,Yes
Yes,Yes,24,Yes,No,No,No,Yes,No,No
Yes,No,22,Yes,No,Yes,No,No,No,No
No,No,44,Yes,Yes,Yes,Yes,Yes,No,No
Yes,Yes,33,Yes,Yes,No,No,No,No,No
No,No,1,Yes,Yes,No,No,No,No,Yes
Yes,No,54,Yes,Yes,No,No,No,No,Yes
No,No,42,Yes,Yes,No,Yes,No,No,Yes
No,No,1,Yes,No,No,No,No,No,Yes
No,No,1,Yes,No,No,No,No,No,No
No,No,30,Yes,No,Yes,Yes,No,Yes,No
No,No,1,No,No,No,No,No,Yes,No
Yes,Yes,16,Yes,Yes,Yes,Yes,No,Yes,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,9,No,No,No,No,No,Yes,Yes
Yes,No,46,Yes,Yes,No,No,Yes,No,Yes
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,71,Yes,No,Yes,No,No,Yes,No
No,No,43,Yes,Yes,No,No,No,No,No
Yes,No,50,No,No,Yes,No,No,Yes,No
No,No,13,Yes,Yes,No,No,No,No,Yes
Yes,Yes,19,Yes,No,No,Yes,No,Yes,Yes
No,No,41,Yes,Yes,No,No,Yes,No,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,24,No,No,No,Yes,Yes,No,Yes
Yes,No,40,Yes,Yes,No,Yes,No,No,No
Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,No
No,No,37,Yes,Yes,Yes,No,No,No,No
Yes,Yes,67,Yes,Yes,Yes,No,Yes,Yes,Yes
Yes,Yes,32,Yes,Yes,No,Yes,No,No,No
Yes,No,6,Yes,No,No,No,No,Yes,Yes
Yes,Yes,32,Yes,Yes,Yes,No,No,No,No
No,No,59,Yes,Yes,No,Yes,Yes,No,No
Yes,No,30,Yes,No,No,Yes,Yes,Yes,No
No,Yes,20,Yes,No,No,No,No,No,Yes
Yes,Yes,27,Yes,Yes,No,No,No,No,No
No,No,20,Yes,Yes,Yes,No,No,No,Yes
No,Yes,9,Yes,No,No,No,No,No,No
Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,No,No
Yes,Yes,69,Yes,Yes,Yes,No,No,Yes,No
No,No,26,Yes,Yes,No,No,Yes,Yes,No
Yes,Yes,69,Yes,No,No,No,No,No,No
No,No,11,Yes,No,No,No,No,No,No
No,No,1,Yes,Yes,No,No,No,No,No
Yes,Yes,10,Yes,No,No,No,No,No,No
Yes,Yes,55,Yes,Yes,Yes,Yes,No,Yes,No
No,No,44,Yes,No,Yes,No,No,Yes,No
Yes,No,46,Yes,No,No,No,No,No,Yes
Yes,Yes,69,Yes,No,Yes,Yes,Yes,No,No
No,No,11,Yes,No,No,No,No,No,No
Yes,No,11,Yes,Yes,No,Yes,No,No,Yes
No,No,29,Yes,No,No,No,Yes,No,No
Yes,No,57,Yes,Yes,Yes,No,No,No,No
No,No,28,Yes,No,No,No,No,No,No
No,No,42,Yes,No,Yes,No,Yes,No,No
No,No,2,Yes,No,No,No,No,No,Yes
No,Yes,23,No,No,Yes,Yes,No,Yes,No
Yes,Yes,18,Yes,No,No,No,No,No,No
Yes,Yes,62,Yes,Yes,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,16,Yes,Yes,No,No,No,Yes,Yes
No,No,3,Yes,Yes,No,No,No,No,Yes
No,No,67,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,62,Yes,No,No,No,No,No,No
Yes,No,57,Yes,Yes,No,Yes,Yes,No,Yes
No,No,2,Yes,No,No,No,No,No,No
Yes,Yes,23,Yes,Yes,Yes,No,Yes,Yes,No
No,Yes,25,No,No,Yes,No,No,Yes,No
No,No,72,Yes,Yes,No,Yes,Yes,Yes,No
Yes,No,2,Yes,Yes,No,No,No,No,No
No,No,8,Yes,No,No,No,No,No,No
No,No,5,Yes,Yes,No,No,No,No,Yes
No,No,35,No,No,No,No,Yes,No,No
No,No,24,Yes,Yes,No,No,No,No,No
Yes,Yes,2,Yes,No,No,No,No,No,No
Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,41,Yes,Yes,Yes,Yes,Yes,Yes,No
No,Yes,4,Yes,No,Yes,No,No,No,Yes
No,No,26,Yes,No,No,Yes,No,No,No
No,No,7,Yes,No,No,Yes,No,No,Yes
Yes,No,1,Yes,No,No,No,No,No,Yes
Yes,Yes,4,Yes,Yes,No,Yes,No,Yes,No
No,No,48,Yes,No,No,Yes,Yes,Yes,No
No,No,2,Yes,Yes,No,No,No,No,Yes
Yes,No,12,Yes,No,Yes,No,Yes,Yes,No
Yes,No,60,Yes,Yes,Yes,No,Yes,Yes,No
No,No,55,Yes,No,Yes,No,Yes,Yes,No
No,No,1,No,No,No,No,No,Yes,No
No,No,1,Yes,No,No,No,No,No,No
No,No,4,Yes,Yes,No,No,No,No,Yes
No,No,1,No,No,No,No,No,No,Yes
No,No,42,Yes,No,No,No,Yes,Yes,No
No,No,1,Yes,No,Yes,No,No,No,No
No,No,7,Yes,Yes,No,No,Yes,No,Yes
No,No,3,Yes,No,No,No,Yes,No,No
Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,No
No,No,15,Yes,Yes,No,No,No,No,No
Yes,No,4,Yes,No,No,No,No,No,Yes
No,No,11,Yes,Yes,No,No,No,No,No
No,No,5,Yes,Yes,No,No,No,No,No
No,No,1,Yes,No,Yes,No,Yes,No,Yes
Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,No
Yes,No,55,Yes,Yes,No,Yes,No,No,No
Yes,Yes,40,Yes,Yes,No,No,No,No,No
Yes,No,57,Yes,No,No,No,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
Yes,No,1,Yes,No,Yes,No,No,No,Yes
No,No,1,No,No,No,No,No,No,Yes
Yes,Yes,52,Yes,Yes,No,Yes,Yes,No,No
No,No,41,Yes,Yes,No,No,Yes,No,Yes
Yes,No,43,Yes,No,No,No,No,No,No
Yes,Yes,47,Yes,No,No,No,No,No,No
No,No,3,Yes,Yes,No,No,No,No,No
Yes,Yes,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Yes,Yes,55,Yes,No,No,No,Yes,Yes,No
No,No,29,Yes,No,No,No,No,No,No
No,Yes,12,Yes,Yes,No,No,No,No,No
Yes,No,66,Yes,Yes,No,Yes,Yes,No,No
No,No,35,Yes,Yes,No,No,Yes,No,Yes
Yes,No,10,Yes,Yes,No,No,Yes,No,Yes
Yes,Yes,27,Yes,Yes,No,No,No,No,No
No,No,58,Yes,No,No,No,No,Yes,No
Yes,No,54,Yes,No,Yes,Yes,Yes,Yes,Yes
No,No,9,Yes,No,No,No,No,No,No
No,No,2,Yes,No,No,No,No,No,Yes
No,No,6,Yes,No,No,No,No,No,No
No,No,26,Yes,No,No,No,No,No,Yes
No,No,9,Yes,No,No,No,No,No,No
Yes,No,8,Yes,No,No,Yes,Yes,No,No
No,No,12,Yes,No,No,No,No,No,No
No,No,15,Yes,Yes,No,No,No,No,Yes
Yes,No,43,Yes,Yes,Yes,No,Yes,No,No
No,No,42,Yes,Yes,No,No,No,Yes,No
No,No,31,Yes,Yes,Yes,No,Yes,Yes,Yes
No,Yes,66,Yes,Yes,Yes,No,Yes,Yes,No
No,No,18,Yes,Yes,No,Yes,No,Yes,Yes
No,No,1,Yes,No,No,No,No,No,No
Yes,No,61,Yes,Yes,No,Yes,No,Yes,Yes
No,No,10,Yes,Yes,No,Yes,No,No,No
No,No,1,Yes,No,No,No,No,No,Yes
No,No,18,Yes,No,No,Yes,No,No,No
Yes,No,24,Yes,Yes,No,Yes,Yes,No,Yes
Yes,Yes,3,Yes,No,No,No,No,No,No
No,No,50,Yes,No,No,No,No,No,No
Yes,Yes,1,Yes,No,No,No,No,No,No
No,No,2,Yes,No,Yes,No,No,Yes,No
No,No,17,Yes,No,No,No,No,No,No
Yes,Yes,69,Yes,Yes,No,Yes,Yes,No,No
Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,3,Yes,Yes,No,No,No,No,Yes
Yes,Yes,50,Yes,Yes,Yes,Yes,Yes,No,No
No,No,53,Yes,No,No,No,No,No,No
Yes,No,58,Yes,Yes,Yes,Yes,No,Yes,No
No,No,46,No,No,Yes,No,No,No,No
Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,1,Yes,Yes,No,No,No,No,Yes
Yes,Yes,6,Yes,Yes,No,Yes,Yes,No,No
Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,No
No,No,4,Yes,No,No,No,No,No,No
Yes,Yes,52,Yes,No,No,No,No,No,No
Yes,Yes,0,Yes,Yes,No,No,No,No,No
No,No,2,Yes,No,No,No,No,No,No
Yes,No,65,Yes,No,No,No,No,No,No
Yes,No,43,Yes,Yes,No,Yes,No,No,Yes
Yes,No,4,Yes,Yes,No,Yes,No,No,Yes
Yes,No,25,Yes,Yes,Yes,No,No,No,Yes
Yes,No,51,Yes,Yes,No,Yes,No,Yes,No
No,No,12,Yes,Yes,No,No,Yes,No,No
Yes,Yes,57,Yes,No,Yes,No,No,No,Yes
Yes,Yes,24,Yes,No,No,No,No,No,No
Yes,No,64,Yes,Yes,No,No,Yes,Yes,No
No,No,4,Yes,No,No,Yes,Yes,Yes,Yes
No,No,26,Yes,Yes,No,No,Yes,No,No
Yes,Yes,15,Yes,No,No,No,No,No,No
Yes,No,64,Yes,Yes,No,No,No,No,No
Yes,No,36,Yes,Yes,No,Yes,No,No,Yes
Yes,No,27,Yes,Yes,No,No,No,No,No
Yes,No,1,Yes,No,No,No,No,No,Yes
No,No,35,Yes,Yes,Yes,No,Yes,Yes,Yes
No,No,4,Yes,No,No,No,Yes,No,Yes
Yes,Yes,8,Yes,No,No,No,No,No,No
No,No,10,Yes,No,No,No,No,No,No
No,No,2,Yes,No,No,Yes,No,No,No
Yes,No,58,Yes,Yes,Yes,Yes,Yes,No,Yes
Yes,No,51,Yes,No,Yes,Yes,Yes,Yes,No
Yes,Yes,46,Yes,No,No,No,No,No,No
